hour,timestamp,avg_voltage,avg_current,avg_power,energy_kwh,samples,hour_of_day,day_of_week,is_weekend
2007-07-21_05,1184994000,235.73,1.12,0.224,0.224,60,5,5,1
2007-07-21_06,1184997600,235.94,1.85,0.418,0.418,60,6,5,1
2007-07-21_07,1185001200,233.03,7.33,1.695,1.695,60,7,5,1
2007-07-21_08,1185004800,232.87,5.95,1.39,1.39,60,8,5,1
2007-07-21_09,1185008400,234.3,3.0,0.702,0.702,60,9,5,1
2007-07-21_10,1185012000,233.51,2.23,0.415,0.415,60,10,5,1
2007-07-21_11,1185015600,231.72,5.79,1.294,1.294,60,11,5,1
2007-07-21_12,1185019200,232.76,3.69,0.837,0.837,60,12,5,1
2007-07-21_13,1185022800,233.18,4.72,1.058,1.058,60,13,5,1
2007-07-21_14,1185026400,232.63,4.83,1.116,1.116,60,14,5,1
2007-07-21_15,1185030000,234.22,1.43,0.278,0.278,60,15,5,1
2007-07-21_16,1185033600,233.59,2.01,0.369,0.369,60,16,5,1
2007-07-21_17,1185037200,233.29,2.57,0.512,0.512,60,17,5,1
2007-07-21_18,1185040800,232.8,6.68,1.506,1.506,60,18,5,1
2007-07-21_19,1185044400,233.97,6.11,1.433,1.433,60,19,5,1
2007-07-21_20,1185048000,236.16,3.77,0.881,0.881,60,20,5,1
2007-07-21_21,1185051600,236.12,1.54,0.338,0.338,60,21,5,1
2007-07-21_22,1185055200,237.17,1.48,0.322,0.322,60,22,5,1
2007-07-21_23,1185058800,235.37,7.87,1.85,1.85,60,23,5,1
2007-07-22_00,1185062400,235.44,2.32,0.527,0.527,60,0,6,1
2007-07-22_01,1185066000,236.55,2.93,0.654,0.654,60,1,6,1
2007-07-22_02,1185069600,238.05,0.92,0.198,0.198,60,2,6,1
2007-07-22_03,1185073200,237.52,0.87,0.187,0.187,60,3,6,1
2007-07-22_04,1185076800,236.33,0.92,0.196,0.196,60,4,6,1
2007-07-22_05,1185080400,236.59,0.87,0.182,0.182,60,5,6,1
2007-07-22_06,1185084000,237.8,0.86,0.186,0.186,60,6,6,1
2007-07-22_07,1185087600,235.92,4.35,1.0,1.0,60,7,6,1
2007-07-22_08,1185091200,235.56,1.12,0.244,0.244,60,8,6,1
2007-07-22_09,1185094800,234.64,1.78,0.376,0.376,60,9,6,1
2007-07-22_10,1185098400,230.63,11.34,2.565,2.565,60,10,6,1
2007-07-22_11,1185102000,233.29,13.21,3.033,3.033,60,11,6,1
2007-07-22_12,1185105600,233.53,8.44,1.896,1.896,60,12,6,1
2007-07-22_13,1185109200,236.5,6.01,1.372,1.372,60,13,6,1
2007-07-22_14,1185112800,236.07,6.4,1.479,1.479,60,14,6,1
2007-07-22_15,1185116400,238.11,1.34,0.284,0.284,60,15,6,1
2007-07-22_16,1185120000,238.2,1.22,0.262,0.262,60,16,6,1
2007-07-22_17,1185123600,238.38,2.7,0.613,0.613,60,17,6,1
2007-07-22_18,1185127200,236.39,2.53,0.536,0.536,60,18,6,1
2007-07-22_19,1185130800,234.44,8.49,1.921,1.921,60,19,6,1
2007-07-22_20,1185134400,236.75,1.59,0.346,0.346,60,20,6,1
2007-07-22_21,1185138000,235.67,7.8,1.836,1.836,60,21,6,1
2007-07-22_22,1185141600,234.47,9.29,2.105,2.105,60,22,6,1
2007-07-22_23,1185145200,236.3,4.1,0.941,0.941,60,23,6,1
2007-07-23_00,1185148800,236.81,1.06,0.226,0.226,60,0,0,0
2007-07-23_01,1185152400,236.8,0.93,0.196,0.196,60,1,0,0
2007-07-23_02,1185156000,236.08,1.07,0.22,0.22,60,2,0,0
2007-07-23_03,1185159600,235.91,0.96,0.204,0.204,60,3,0,0
2007-07-23_04,1185163200,235.49,0.94,0.195,0.195,60,4,0,0
2007-07-23_05,1185166800,235.22,0.98,0.207,0.207,60,5,0,0
2007-07-23_06,1185170400,235.22,2.84,0.654,0.654,60,6,0,0
2007-07-23_07,1185174000,233.84,0.98,0.213,0.213,60,7,0,0
2007-07-23_08,1185177600,232.88,2.16,0.458,0.458,60,8,0,0
2007-07-23_09,1185181200,233.06,2.45,0.534,0.534,60,9,0,0
2007-07-23_10,1185184800,231.66,6.25,1.438,1.438,60,10,0,0
2007-07-23_11,1185188400,231.68,5.26,1.202,1.202,60,11,0,0
2007-07-23_12,1185192000,230.94,11.98,2.702,2.702,60,12,0,0
2007-07-23_13,1185195600,233.75,1.94,0.411,0.411,60,13,0,0
2007-07-23_14,1185199200,234.56,3.16,0.74,0.74,60,14,0,0
2007-07-23_15,1185202800,235.67,2.37,0.513,0.513,60,15,0,0
2007-07-23_16,1185206400,233.78,4.48,1.038,1.038,60,16,0,0
2007-07-23_17,1185210000,235.38,1.29,0.282,0.282,60,17,0,0
2007-07-23_18,1185213600,235.77,2.14,0.432,0.432,60,18,0,0
2007-07-23_19,1185217200,234.81,3.79,0.822,0.822,60,19,0,0
2007-07-23_20,1185220800,234.15,6.28,1.462,1.462,60,20,0,0
2007-07-23_21,1185224400,233.01,5.23,1.166,1.166,60,21,0,0
2007-07-23_22,1185228000,234.1,4.39,1.016,1.016,60,22,0,0
2007-07-23_23,1185231600,237.46,0.88,0.184,0.184,60,23,0,0
2007-07-24_00,1185235200,237.58,0.88,0.184,0.184,60,0,1,0
2007-07-24_01,1185238800,235.36,0.83,0.167,0.167,60,1,1,0
2007-07-24_02,1185242400,234.62,2.93,0.677,0.677,60,2,1,0
2007-07-24_03,1185246000,235.9,0.93,0.189,0.189,60,3,1,0
2007-07-24_04,1185249600,235.88,0.84,0.174,0.174,60,4,1,0
2007-07-24_05,1185253200,235.75,0.85,0.168,0.168,60,5,1,0
2007-07-24_06,1185256800,235.95,0.85,0.179,0.179,60,6,1,0
2007-07-24_07,1185260400,233.12,6.2,1.425,1.425,60,7,1,0
2007-07-24_08,1185264000,232.24,6.24,1.456,1.456,60,8,1,0
2007-07-24_09,1185267600,232.73,5.12,1.197,1.197,60,9,1,0
2007-07-24_10,1185271200,233.16,5.0,1.179,1.179,60,10,1,0
2007-07-24_11,1185274800,233.51,3.2,0.741,0.741,60,11,1,0
2007-07-24_12,1185278400,234.55,0.89,0.193,0.193,60,12,1,0
2007-07-24_13,1185282000,235.18,0.88,0.186,0.186,60,13,1,0
2007-07-24_14,1185285600,235.35,0.87,0.187,0.187,60,14,1,0
2007-07-24_15,1185289200,237.21,0.93,0.197,0.197,60,15,1,0
2007-07-24_16,1185292800,235.85,0.83,0.177,0.177,60,16,1,0
2007-07-24_17,1185296400,236.42,1.1,0.231,0.231,60,17,1,0
2007-07-24_18,1185300000,235.39,1.83,0.353,0.353,60,18,1,0
2007-07-24_19,1185303600,234.6,6.3,1.44,1.44,60,19,1,0
2007-07-24_20,1185307200,236.86,1.86,0.403,0.403,60,20,1,0
2007-07-24_21,1185310800,236.94,3.27,0.723,0.723,60,21,1,0
2007-07-24_22,1185314400,237.33,2.98,0.672,0.672,60,22,1,0
2007-07-24_23,1185318000,237.25,5.61,1.254,1.254,60,23,1,0
2007-07-25_00,1185321600,237.36,1.22,0.259,0.259,60,0,2,0
2007-07-25_01,1185325200,237.77,1.04,0.224,0.224,60,1,2,0
2007-07-25_02,1185328800,235.88,3.63,0.851,0.851,60,2,2,0
2007-07-25_03,1185332400,236.24,1.12,0.232,0.232,60,3,2,0
2007-07-25_04,1185336000,236.38,0.95,0.199,0.199,60,4,2,0
2007-07-25_05,1185339600,236.07,0.97,0.2,0.2,60,5,2,0
2007-07-25_06,1185343200,235.83,1.96,0.431,0.431,60,6,2,0
2007-07-25_07,1185346800,233.43,3.43,0.779,0.779,60,7,2,0
2007-07-25_08,1185350400,234.35,4.04,0.941,0.941,60,8,2,0
2007-07-25_09,1185354000,235.06,0.85,0.186,0.186,60,9,2,0
2007-07-25_10,1185357600,233.11,0.89,0.184,0.184,60,10,2,0
2007-07-25_11,1185361200,234.14,0.84,0.184,0.184,60,11,2,0
2007-07-25_12,1185364800,235.29,0.85,0.177,0.177,60,12,2,0
2007-07-25_13,1185368400,235.16,0.91,0.194,0.194,60,13,2,0
2007-07-25_14,1185372000,235.23,0.9,0.193,0.193,60,14,2,0
2007-07-25_15,1185375600,234.64,0.85,0.182,0.182,60,15,2,0
2007-07-25_16,1185379200,233.97,0.86,0.186,0.186,60,16,2,0
2007-07-25_17,1185382800,234.52,2.17,0.494,0.494,60,17,2,0
2007-07-25_18,1185386400,234.89,2.61,0.602,0.602,60,18,2,0
2007-07-25_19,1185390000,236.48,0.97,0.202,0.202,60,19,2,0
2007-07-25_20,1185393600,237.85,0.85,0.188,0.188,60,20,2,0
2007-07-25_21,1185397200,236.72,0.86,0.179,0.179,60,21,2,0
2007-07-25_22,1185400800,237.36,1.59,0.36,0.36,60,22,2,0
2007-07-25_23,1185404400,237.67,1.15,0.249,0.249,60,23,2,0
2007-07-26_00,1185408000,235.36,0.87,0.187,0.187,60,0,3,0
2007-07-26_01,1185411600,234.51,1.59,0.359,0.359,60,1,3,0
2007-07-26_02,1185415200,234.24,3.24,0.756,0.756,60,2,3,0
2007-07-26_03,1185418800,235.67,0.87,0.187,0.187,60,3,3,0
2007-07-26_04,1185422400,235.69,0.93,0.195,0.195,60,4,3,0
2007-07-26_05,1185426000,234.98,0.87,0.19,0.19,60,5,3,0
2007-07-26_06,1185429600,235.55,1.77,0.385,0.385,60,6,3,0
2007-07-26_07,1185433200,234.33,3.04,0.676,0.676,60,7,3,0
2007-07-26_08,1185436800,234.52,7.08,1.668,1.668,60,8,3,0
2007-07-26_09,1185440400,234.11,6.78,1.595,1.595,60,9,3,0
2007-07-26_10,1185444000,233.7,0.88,0.185,0.185,60,10,3,0
2007-07-26_11,1185447600,232.43,0.88,0.192,0.192,60,11,3,0
2007-07-26_12,1185451200,233.71,0.85,0.179,0.179,60,12,3,0
2007-07-26_13,1185454800,234.45,0.83,0.18,0.18,60,13,3,0
2007-07-26_14,1185458400,234.97,0.89,0.188,0.188,60,14,3,0
2007-07-26_15,1185462000,235.4,0.89,0.192,0.192,60,15,3,0
2007-07-26_16,1185465600,236.59,0.9,0.189,0.189,60,16,3,0
2007-07-26_17,1185469200,237.71,1.01,0.212,0.212,60,17,3,0
2007-07-26_18,1185472800,235.24,4.4,0.973,0.973,60,18,3,0
2007-07-26_19,1185476400,234.62,10.72,2.473,2.473,60,19,3,0
2007-07-26_20,1185480000,235.53,7.75,1.757,1.757,60,20,3,0
2007-07-26_21,1185483600,233.77,8.55,1.931,1.931,60,21,3,0
2007-07-26_22,1185487200,234.74,1.57,0.351,0.351,60,22,3,0
2007-07-26_23,1185490800,236.82,0.97,0.209,0.209,60,23,3,0
2007-07-27_00,1185494400,237.42,0.9,0.194,0.194,60,0,4,0
2007-07-27_01,1185498000,236.13,3.41,0.796,0.796,60,1,4,0
2007-07-27_02,1185501600,235.96,0.87,0.183,0.183,60,2,4,0
2007-07-27_03,1185505200,237.6,0.93,0.195,0.195,60,3,4,0
2007-07-27_04,1185508800,237.65,0.87,0.186,0.186,60,4,4,0
2007-07-27_05,1185512400,237.75,0.83,0.171,0.171,60,5,4,0
2007-07-27_06,1185516000,237.92,0.86,0.18,0.18,60,6,4,0
2007-07-27_07,1185519600,233.94,8.36,1.957,1.957,60,7,4,0
2007-07-27_08,1185523200,231.67,6.94,1.615,1.615,60,8,4,0
2007-07-27_09,1185526800,232.28,7.06,1.641,1.641,60,9,4,0
2007-07-27_10,1185530400,233.52,0.85,0.179,0.179,60,10,4,0
2007-07-27_11,1185534000,234.16,0.91,0.193,0.193,60,11,4,0
2007-07-27_12,1185537600,233.95,0.86,0.182,0.182,60,12,4,0
2007-07-27_13,1185541200,234.87,0.87,0.18,0.18,60,13,4,0
2007-07-27_14,1185544800,235.15,2.1,0.469,0.469,60,14,4,0
2007-07-27_15,1185548400,234.74,5.81,1.376,1.376,60,15,4,0
2007-07-27_16,1185552000,235.44,5.57,1.321,1.321,60,16,4,0
2007-07-27_17,1185555600,235.87,5.59,1.318,1.318,60,17,4,0
2007-07-27_18,1185559200,237.02,3.01,0.702,0.702,60,18,4,0
2007-07-27_19,1185562800,237.5,3.57,0.758,0.758,60,19,4,0
2007-07-27_20,1185566400,235.07,5.93,1.371,1.371,60,20,4,0
2007-07-27_21,1185570000,233.74,7.79,1.808,1.808,60,21,4,0
2007-07-27_22,1185573600,235.07,9.6,2.249,2.249,60,22,4,0
2007-07-27_23,1185577200,238.85,3.48,0.819,0.819,60,23,4,0
2007-07-28_00,1185580800,237.09,1.95,0.447,0.447,60,0,5,1
2007-07-28_01,1185584400,237.3,0.92,0.198,0.198,60,1,5,1
2007-07-28_02,1185588000,237.88,0.98,0.203,0.203,60,2,5,1
2007-07-28_03,1185591600,238.44,0.94,0.197,0.197,60,3,5,1
2007-07-28_04,1185595200,238.5,1.07,0.215,0.215,60,4,5,1
2007-07-28_05,1185598800,238.14,0.85,0.177,0.177,60,5,5,1
2007-07-28_06,1185602400,238.95,0.96,0.202,0.202,60,6,5,1
2007-07-28_07,1185606000,237.07,1.97,0.415,0.415,60,7,5,1
2007-07-28_08,1185609600,236.76,3.54,0.817,0.817,60,8,5,1
2007-07-28_09,1185613200,235.84,2.81,0.655,0.655,60,9,5,1
2007-07-28_10,1185616800,234.45,5.57,1.251,1.251,60,10,5,1
2007-07-28_11,1185620400,233.44,7.47,1.677,1.677,60,11,5,1
2007-07-28_12,1185624000,232.31,9.53,2.172,2.172,60,12,5,1
2007-07-28_13,1185627600,232.19,11.81,2.702,2.702,60,13,5,1
2007-07-28_14,1185631200,233.82,7.01,1.617,1.617,60,14,5,1
2007-07-28_15,1185634800,233.7,8.46,1.927,1.927,60,15,5,1
2007-07-28_16,1185638400,234.13,6.65,1.492,1.492,60,16,5,1
2007-07-28_17,1185642000,234.29,8.84,2.047,2.047,60,17,5,1
2007-07-28_18,1185645600,234.75,4.81,1.095,1.095,60,18,5,1
2007-07-28_19,1185649200,232.6,13.05,2.989,2.989,60,19,5,1
2007-07-28_20,1185652800,234.54,9.61,2.253,2.253,60,20,5,1
2007-07-28_21,1185656400,233.59,5.86,1.379,1.379,60,21,5,1
2007-07-28_22,1185660000,234.8,3.03,0.714,0.714,60,22,5,1
2007-07-28_23,1185663600,237.59,0.92,0.189,0.189,60,23,5,1
2007-07-29_00,1185667200,237.32,0.81,0.17,0.17,60,0,6,1
2007-07-29_01,1185670800,237.73,0.82,0.173,0.173,60,1,6,1
2007-07-29_02,1185674400,237.42,0.88,0.182,0.182,60,2,6,1
2007-07-29_03,1185678000,237.13,0.75,0.16,0.16,60,3,6,1
2007-07-29_04,1185681600,236.84,0.9,0.184,0.184,60,4,6,1
2007-07-29_05,1185685200,237.29,0.79,0.166,0.166,60,5,6,1
2007-07-29_06,1185688800,237.77,0.83,0.174,0.174,60,6,6,1
2007-07-29_07,1185692400,236.73,3.15,0.733,0.733,60,7,6,1
2007-07-29_08,1185696000,235.61,0.78,0.164,0.164,60,8,6,1
2007-07-29_09,1185699600,236.32,0.83,0.172,0.172,60,9,6,1
2007-07-29_10,1185703200,235.09,0.84,0.171,0.171,60,10,6,1
2007-07-29_11,1185706800,233.18,0.78,0.165,0.165,60,11,6,1
2007-07-29_12,1185710400,232.19,0.77,0.165,0.165,60,12,6,1
2007-07-29_13,1185714000,233.58,0.81,0.167,0.167,60,13,6,1
2007-07-29_14,1185717600,235.32,0.78,0.164,0.164,60,14,6,1
2007-07-29_15,1185721200,235.68,0.83,0.172,0.172,60,15,6,1
2007-07-29_16,1185724800,236.32,0.81,0.171,0.171,60,16,6,1
2007-07-29_17,1185728400,235.61,0.77,0.162,0.162,60,17,6,1
2007-07-29_18,1185732000,234.39,2.55,0.586,0.586,60,18,6,1
2007-07-29_19,1185735600,232.83,2.14,0.487,0.487,60,19,6,1
2007-07-29_20,1185739200,234.67,0.78,0.162,0.162,60,20,6,1
2007-07-29_21,1185742800,234.42,0.82,0.171,0.171,60,21,6,1
2007-07-29_22,1185746400,235.07,0.8,0.167,0.167,60,22,6,1
2007-07-29_23,1185750000,238.56,0.78,0.166,0.166,60,23,6,1
2007-07-30_00,1185753600,236.99,0.82,0.172,0.172,60,0,0,0
2007-07-30_01,1185757200,235.93,0.79,0.166,0.166,60,1,0,0
2007-07-30_02,1185760800,236.97,0.78,0.164,0.164,60,2,0,0
2007-07-30_03,1185764400,237.55,0.83,0.173,0.173,60,3,0,0
2007-07-30_04,1185768000,236.76,0.77,0.165,0.165,60,4,0,0
2007-07-30_05,1185771600,236.13,0.76,0.161,0.161,60,5,0,0
2007-07-30_06,1185775200,236.59,3.94,0.925,0.925,60,6,0,0
2007-07-30_07,1185778800,235.65,1.36,0.304,0.304,60,7,0,0
2007-07-30_08,1185782400,234.34,0.74,0.156,0.156,60,8,0,0
2007-07-30_09,1185786000,235.77,0.84,0.174,0.174,60,9,0,0
2007-07-30_10,1185789600,234.66,0.79,0.168,0.168,60,10,0,0
2007-07-30_11,1185793200,233.8,1.2,0.26,0.26,60,11,0,0
2007-07-30_12,1185796800,233.85,0.78,0.166,0.166,60,12,0,0
2007-07-30_13,1185800400,233.0,0.82,0.171,0.171,60,13,0,0
2007-07-30_14,1185804000,234.35,0.7,0.148,0.148,60,14,0,0
2007-07-30_15,1185807600,234.19,0.81,0.167,0.167,60,15,0,0
2007-07-30_16,1185811200,234.68,0.85,0.175,0.175,60,16,0,0
2007-07-30_17,1185814800,235.46,0.94,0.193,0.193,60,17,0,0
2007-07-30_18,1185818400,233.84,5.17,1.191,1.191,60,18,0,0
2007-07-30_19,1185822000,234.81,3.45,0.749,0.749,60,19,0,0
2007-07-30_20,1185825600,236.55,1.35,0.287,0.287,60,20,0,0
2007-07-30_21,1185829200,237.16,1.14,0.237,0.237,60,21,0,0
2007-07-30_22,1185832800,236.11,1.85,0.426,0.426,60,22,0,0
2007-07-30_23,1185836400,237.58,3.73,0.882,0.882,60,23,0,0
2007-07-31_00,1185840000,238.42,1.2,0.269,0.269,60,0,1,0
2007-07-31_01,1185843600,235.7,0.79,0.165,0.165,60,1,1,0
2007-07-31_02,1185847200,236.51,0.8,0.168,0.168,60,2,1,0
2007-07-31_03,1185850800,236.51,0.77,0.163,0.163,60,3,1,0
2007-07-31_04,1185854400,236.08,0.81,0.169,0.169,60,4,1,0
2007-07-31_05,1185858000,235.62,0.81,0.169,0.169,60,5,1,0
2007-07-31_06,1185861600,235.88,0.73,0.156,0.156,60,6,1,0
2007-07-31_07,1185865200,234.69,0.81,0.167,0.167,60,7,1,0
2007-07-31_08,1185868800,233.72,0.81,0.17,0.17,60,8,1,0
2007-07-31_09,1185872400,235.16,0.72,0.152,0.152,60,9,1,0
2007-07-31_10,1185876000,232.35,4.02,0.938,0.938,60,10,1,0
2007-07-31_11,1185879600,232.4,1.12,0.244,0.244,60,11,1,0
2007-07-31_12,1185883200,231.62,9.64,2.091,2.091,60,12,1,0
2007-07-31_13,1185886800,232.38,5.28,1.184,1.184,60,13,1,0
2007-07-31_14,1185890400,233.9,1.27,0.267,0.267,60,14,1,0
2007-07-31_15,1185894000,234.23,1.58,0.357,0.357,60,15,1,0
2007-07-31_16,1185897600,233.78,3.72,0.863,0.863,60,16,1,0
2007-07-31_17,1185901200,235.27,1.48,0.327,0.327,60,17,1,0
2007-07-31_18,1185904800,235.22,1.97,0.412,0.412,60,18,1,0
2007-07-31_19,1185908400,235.53,3.86,0.907,0.907,60,19,1,0
2007-07-31_20,1185912000,235.33,8.13,1.921,1.921,60,20,1,0
2007-07-31_21,1185915600,235.19,5.23,1.228,1.228,60,21,1,0
2007-07-31_22,1185919200,235.83,3.51,0.831,0.831,60,22,1,0
2007-07-31_23,1185922800,236.63,1.01,0.22,0.22,60,23,1,0
2007-08-01_00,1185926400,234.76,0.79,0.165,0.165,60,0,2,0
2007-08-01_01,1185930000,237.49,0.85,0.176,0.176,60,1,2,0
2007-08-01_02,1185933600,237.52,1.03,0.227,0.227,60,2,2,0
2007-08-01_03,1185937200,238.34,0.83,0.176,0.176,60,3,2,0
2007-08-01_04,1185940800,235.76,5.21,1.218,1.218,60,4,2,0
2007-08-01_05,1185944400,236.12,3.41,0.802,0.802,60,5,2,0
2007-08-01_06,1185948000,237.51,2.15,0.495,0.495,60,6,2,0
2007-08-01_07,1185951600,237.53,0.77,0.162,0.162,60,7,2,0
2007-08-01_08,1185955200,232.81,4.65,1.064,1.064,60,8,2,0
2007-08-01_09,1185958800,231.23,9.35,2.148,2.148,60,9,2,0
2007-08-01_10,1185962400,232.85,6.32,1.478,1.478,60,10,2,0
2007-08-01_11,1185966000,231.97,6.21,1.446,1.446,60,11,2,0
2007-08-01_12,1185969600,232.8,5.33,1.248,1.248,60,12,2,0
2007-08-01_13,1185973200,231.88,5.01,1.175,1.175,60,13,2,0
2007-08-01_14,1185976800,233.49,7.45,1.735,1.735,60,14,2,0
2007-08-01_15,1185980400,232.64,5.4,1.274,1.274,60,15,2,0
2007-08-01_16,1185984000,232.75,6.95,1.629,1.629,60,16,2,0
2007-08-01_17,1185987600,233.23,1.59,0.341,0.341,60,17,2,0
2007-08-01_18,1185991200,236.05,0.91,0.185,0.185,60,18,2,0
2007-08-01_19,1185994800,235.42,1.0,0.198,0.198,60,19,2,0
2007-08-01_20,1185998400,237.57,0.78,0.165,0.165,60,20,2,0
2007-08-01_21,1186002000,237.31,0.93,0.19,0.19,60,21,2,0
2007-08-01_22,1186005600,235.89,0.85,0.177,0.177,60,22,2,0
2007-08-01_23,1186009200,236.53,0.8,0.168,0.168,60,23,2,0
2007-08-02_00,1186012800,236.62,0.95,0.194,0.194,60,0,3,0
2007-08-02_01,1186016400,233.25,8.36,1.958,1.958,60,1,3,0
2007-08-02_02,1186020000,235.65,4.06,0.955,0.955,60,2,3,0
2007-08-02_03,1186023600,237.42,0.88,0.182,0.182,60,3,3,0
2007-08-02_04,1186027200,237.1,0.88,0.181,0.181,60,4,3,0
2007-08-02_05,1186030800,236.38,0.86,0.177,0.177,60,5,3,0
2007-08-02_06,1186034400,236.48,0.78,0.166,0.166,60,6,3,0
2007-08-02_07,1186038000,236.83,0.92,0.187,0.187,60,7,3,0
2007-08-02_08,1186041600,235.73,0.82,0.175,0.175,60,8,3,0
2007-08-02_09,1186045200,233.87,2.84,0.622,0.622,60,9,3,0
2007-08-02_10,1186048800,230.83,6.46,1.447,1.447,60,10,3,0
2007-08-02_11,1186052400,231.59,6.96,1.618,1.618,60,11,3,0
2007-08-02_12,1186056000,232.11,5.52,1.291,1.291,60,12,3,0
2007-08-02_13,1186059600,232.78,4.94,1.169,1.169,60,13,3,0
2007-08-02_14,1186063200,231.71,4.92,1.156,1.156,60,14,3,0
2007-08-02_15,1186066800,232.78,5.05,1.191,1.191,60,15,3,0
2007-08-02_16,1186070400,234.22,0.87,0.182,0.182,60,16,3,0
2007-08-02_17,1186074000,235.14,0.88,0.179,0.179,60,17,3,0
2007-08-02_18,1186077600,235.77,0.85,0.177,0.177,60,18,3,0
2007-08-02_19,1186081200,235.59,0.84,0.173,0.173,60,19,3,0
2007-08-02_20,1186084800,235.71,0.86,0.176,0.176,60,20,3,0
2007-08-02_21,1186088400,236.81,0.77,0.164,0.164,60,21,3,0
2007-08-02_22,1186092000,236.77,5.39,1.271,1.271,60,22,3,0
2007-08-02_23,1186095600,235.4,8.41,1.998,1.998,60,23,3,0
2007-08-03_00,1186099200,234.7,4.51,1.071,1.071,60,0,4,0
2007-08-03_01,1186102800,235.62,2.09,0.497,0.497,60,1,4,0
2007-08-03_02,1186106400,236.34,2.6,0.603,0.603,60,2,4,0
2007-08-03_03,1186110000,235.85,2.07,0.487,0.487,60,3,4,0
2007-08-03_04,1186113600,235.55,1.31,0.286,0.286,60,4,4,0
2007-08-03_05,1186117200,235.24,0.76,0.161,0.161,60,5,4,0
2007-08-03_06,1186120800,236.92,0.85,0.177,0.177,60,6,4,0
2007-08-03_07,1186124400,234.1,3.84,0.893,0.893,60,7,4,0
2007-08-03_08,1186128000,232.5,4.98,1.178,1.178,60,8,4,0
2007-08-03_09,1186131600,232.02,6.32,1.473,1.473,60,9,4,0
2007-08-03_10,1186135200,231.15,5.8,1.343,1.343,60,10,4,0
2007-08-03_11,1186138800,230.61,7.38,1.711,1.711,60,11,4,0
2007-08-03_12,1186142400,230.57,7.42,1.714,1.714,60,12,4,0
2007-08-03_13,1186146000,230.54,5.04,1.176,1.176,60,13,4,0
2007-08-03_14,1186149600,232.88,5.1,1.203,1.203,60,14,4,0
2007-08-03_15,1186153200,235.1,5.19,1.239,1.239,60,15,4,0
2007-08-03_16,1186156800,236.56,1.08,0.226,0.226,60,16,4,0
2007-08-03_17,1186160400,236.36,1.07,0.215,0.215,60,17,4,0
2007-08-03_18,1186164000,237.27,1.0,0.207,0.207,60,18,4,0
2007-08-03_19,1186167600,235.49,1.05,0.213,0.213,60,19,4,0
2007-08-03_20,1186171200,235.31,1.14,0.228,0.228,60,20,4,0
2007-08-03_21,1186174800,235.79,0.94,0.195,0.195,60,21,4,0
2007-08-03_22,1186178400,236.29,1.04,0.21,0.21,60,22,4,0
2007-08-03_23,1186182000,234.93,4.41,1.018,1.018,60,23,4,0
2007-08-04_00,1186185600,234.75,4.81,1.132,1.132,60,0,5,1
2007-08-04_01,1186189200,234.24,2.13,0.503,0.503,60,1,5,1
2007-08-04_02,1186192800,234.87,1.92,0.457,0.457,60,2,5,1
2007-08-04_03,1186196400,234.94,5.0,1.189,1.189,60,3,5,1
2007-08-04_04,1186200000,236.67,0.9,0.183,0.183,60,4,5,1
2007-08-04_05,1186203600,236.33,0.75,0.158,0.158,60,5,5,1
2007-08-04_06,1186207200,237.54,0.8,0.167,0.167,60,6,5,1
2007-08-04_07,1186210800,236.22,0.89,0.183,0.183,60,7,5,1
2007-08-04_08,1186214400,234.7,1.95,0.444,0.444,60,8,5,1
2007-08-04_09,1186218000,234.96,5.77,1.369,1.369,60,9,5,1
2007-08-04_10,1186221600,233.26,7.99,1.841,1.841,60,10,5,1
2007-08-04_11,1186225200,233.32,8.53,1.981,1.981,60,11,5,1
2007-08-04_12,1186228800,234.37,6.3,1.478,1.478,60,12,5,1
2007-08-04_13,1186232400,233.9,5.85,1.369,1.369,60,13,5,1
2007-08-04_14,1186236000,234.38,5.77,1.359,1.359,60,14,5,1
2007-08-04_15,1186239600,236.45,2.82,0.64,0.64,60,15,5,1
2007-08-04_16,1186243200,237.69,1.54,0.342,0.342,60,16,5,1
2007-08-04_17,1186246800,237.56,1.71,0.365,0.365,60,17,5,1
2007-08-04_18,1186250400,236.57,1.54,0.332,0.332,60,18,5,1
2007-08-04_19,1186254000,237.18,1.63,0.356,0.356,60,19,5,1
2007-08-04_20,1186257600,236.91,1.52,0.332,0.332,60,20,5,1
2007-08-04_21,1186261200,233.99,1.66,0.357,0.357,60,21,5,1
2007-08-04_22,1186264800,233.94,1.57,0.342,0.342,60,22,5,1
2007-08-04_23,1186268400,231.45,9.5,2.206,2.206,60,23,5,1
2007-08-05_00,1186272000,231.25,7.77,1.804,1.804,60,0,6,1
2007-08-05_01,1186275600,232.13,3.78,0.873,0.873,60,1,6,1
2007-08-05_02,1186279200,233.29,1.08,0.206,0.206,60,2,6,1
2007-08-05_03,1186282800,234.14,1.08,0.217,0.217,60,3,6,1
2007-08-05_04,1186286400,234.0,1.16,0.226,0.226,60,4,6,1
2007-08-05_05,1186290000,235.15,0.99,0.192,0.192,60,5,6,1
2007-08-05_06,1186293600,236.01,1.03,0.202,0.202,60,6,6,1
2007-08-05_07,1186297200,234.86,1.05,0.201,0.201,60,7,6,1
2007-08-05_08,1186300800,234.76,1.09,0.215,0.215,60,8,6,1
2007-08-05_09,1186304400,236.64,5.54,1.308,1.308,60,9,6,1
2007-08-05_10,1186308000,235.4,7.29,1.689,1.689,60,10,6,1
2007-08-05_11,1186311600,235.24,7.11,1.676,1.676,60,11,6,1
